1096,珠海
1095,中山
1824,廉江
1110,玉林
1126,海口
1078,佛山
1106,柳州
1082,江门
1807,顺德区
1928,罗定
1871,兴宁
2174,兴义
2099,北流
1859,化州
2095,岑溪
1077,东莞
1080,河源
3201,遂川县
2100,博白县
1977,斗门区
1084,茂名
1107,南宁
2102,容县
1087,汕头
3224,修水县
1092,云浮
1830,紫金县
1097,百色
1202,郴州
1099,崇左
1237,抚州
2101,陆川县
1085,梅州
4415,蒙自
1955,三乡镇
1870,五华县
1119,遵义
2934,道县
1857,电白区
1113,贵阳
1103,河池
1081,惠州
2141,剑河县
1876,连州
1130,琼海
1132,三亚
1089,韶关
3270,万载县
1937,徐闻县
5244,大沥镇
1864,大埔县
4030,大竹县
2001,扶绥县
1101,桂林
1105,来宾
1334,乐山
4482,马关县
1338,南充
1900,南雄
2939,宁远县
2076,上林县
1845,台山
1192,天门
1207,湘潭
1954,小榄镇
2942,新田县
4126,营山县
2863,永兴县
1093,湛江
1165,驻马店
1111,安顺
2834,安乡县
1150,安阳
3177,安远县
2052,八步区
2726,巴东县
1098,北海
2071,宾阳县
2152,岑巩县
5449,春湾镇
2547,郸城县
2139,丹寨县
4544,东阳
2157,独山县
1100,防城港
3264,丰城
38433,拱北
1332,广安
1102,贵港
2549,淮阳县
1185,黄石
71510,华阳镇
2921,花垣县
2160,惠水县
2883,会同县
1239,吉安
2922,吉首
4031,开江县
2143,凯里
2161,荔波县
1128,临高县
2086,灵山县
1129,陵水
2015,荔浦
1114,六盘水
2841,澧县
1986,隆林县
1895,陆丰
2063,鹿寨县
6996,麻陂镇
1242,南昌
2044,南丹县
3173,南丰县
1156,南阳
2804,南漳县
1339,内江
3186,宁都县
1582,平潭县
1869,平远县
2170,普安县
2087,浦北县
1167,濮阳
4655,黔江区
2742,蕲春县
1108,钦州
32211,琼中县
4032,渠县
22290,容桂
2465,社旗县
2763,松滋
1935,遂溪县
1191,随州
3202,泰和县
2553,太康县
55954,太平镇
1965,坦洲镇
1989,田东县
1991,田阳县
56404,亭角村
2172,望谟县
4065,武胜县
4634,巫溪县
2056,武宣县
1196,襄阳
2057,象州县
1861,信宜
1245,新余
2743,浠水县
2468,西峡县
2733,宣恩县
1342,雅安
1922,阳春
1925,阳西县
2184,沿河县
1246,宜春
3272,宜丰县
8005,英桥镇
2185,印江县
4638,酉阳县
2890,沅陵县
3194,于都县
3254,余干县
41195,张黄镇
2175,贞丰县
1400,重庆
5663,阿猛镇
70677,安场镇
3196,安福县
62684,安福乡
5326,安海镇
2926,安化县
5812,安江镇
1315,安康
5947,安流镇
2168,安龙县
2811,安陆
119929,安平村
2300,安平县
5880,安平镇
53959,安平镇
83359,安铺村
5966,安铺镇
1035,安庆
80025,安仁村
2855,安仁县
81277,安山村
10351,安山镇
80003,安乡
3229,安义县
6007,安远镇
4166,安岳县
1402,中国澳门
10377,敖溪镇
21426,八宝镇
6109,八尺镇
55677,坝固镇
6232,把荷乡
46889,柏布
6258,白仓镇
22513,白地市镇
152616,白濠村
39726,白河村
3851,白河县
113527,百候镇
5281,白花镇
6312,白蕉镇
6347,白螺镇
89292,白马村
6361,白芒营镇
84398,白马镇
127679,白马镇
88217,白庙
101941,白庙村
1120,白沙
113723,白沙村
95583,白沙村
86354,白沙井村
39829,白沙镇
91702,白沙镇
38940,白沙镇
32970,白沙镇
5471,白沙镇
113785,白沙镇
6394,白砂镇
51180,白沙镇
57718,白沙镇
71882,白沙镇
73301,白沙镇
80920,白沙镇
74187,白石铺镇
46904,白石镇
3901,白水县
56726,白水镇
92490,白塔镇
6445,白圩镇
1817,白云区
6596,百丈乡
6162,八甲镇
32195,巴铃镇
2036,巴马县
72365,巴马镇
90362,板坝村
1036,蚌埠
6788,邦溪镇
88938,板桥镇
88396,板桥镇
5294,板桥镇
56410,板头村
1915,宝安区
2474,宝丰县
36800,宝丰镇
1316,宝鸡
23724,保家村
76976,保家镇
2918,保靖县
2801,保康县
1373,保山
6912,鲍峡镇
6822,包信镇
6859,宝圩乡
6860,宝圩镇
56006,宝圩镇
3149,宝应县
5425,八所镇
6214,八塘镇
165092,八一村
94650,八一
97340,八一农场
158253,八一乡
1327,巴中
84836,北岸村
4650,北碚区
50984,北大
5475,北惯镇
5243,北滘镇
11264,北界镇
11936,北界镇
11958,北景乡
35043,北栅
5435,北盛镇
43715,北市镇
18513,贝水村
7135,北陀镇
62199,扁牙村
1112,毕节
5490,丙村镇
3137,滨海县
60270,滨海镇
3926,彬县
4643,璧山区
7396,伯劳镇
1834,博罗县
7419,博美镇
6630,柏埔镇
6633,柏塘镇
72956,播植镇
1051,亳州
95285,播州区
5413,步云桥镇
2788,蔡甸区
4593,苍南县
122791,苍山村
97020,苍山村
118150,苍山镇
2091,苍梧县
4068,苍溪县
100952,草海村
124001,草海镇
100430,草塘镇
3599,曹县
21003,草寨村
2169,册亨县
7789,茶庵铺镇
7782,茶安铺镇
87857,汊涧镇
2961,茶陵县
7824,茶林乡
1778,长安镇
8688,长布镇
1200,常德
2527,长葛
3213,昌江区
158241,长坎村
1575,长乐
87202,长乐镇
101301,长隆
29095,长隆村
7931,昌明镇
2867,常宁
4155,长宁县
29115,长宁镇
1780,常平镇
89181,长坡镇
92549,长坡镇
73029,菖蒲乡
91805,长铺子乡
89263,长庆桥
81761,长庆桥镇
1201,长沙
4611,常山县
4656,长寿区
46990,长寿镇
62993,长寿镇
3086,常熟
2155,长顺县
98631,长塘村
163180,长塘村
91318,长塘镇
12524,长塘镇
1590,长汀县
3927,长武县
4529,长兴县
71666,长阳坡村
8735,长阳铺镇
2819,长阳县
2502,长垣县
1304,长治
1224,常州
1768,潮安区
1037,巢湖
1892,潮南区
1884,潮阳区
1076,潮州
75124,茶山村
118128,茶山镇
1793,茶山镇
7833,茶阳镇
14525,车河镇
8079,陈场镇
5253,陈村镇
5315,陈店镇
157627,城北村
2899,城步县
92375,城东
162867,城东镇
84829,城东镇
1328,成都
3875,城固县
1885,澄海区
48068,城皇村
71088,城隍镇
8264,城月镇
48033,陈家
37699,陈家村
153961,陈江村
8171,陈江镇
2880,辰溪县
8067,车田镇
2794,赤壁
73040,赤光镇
1939,赤坎区
48785,赤坎镇
56747,赤眉镇
46535,赤水
2189,赤水
5402,赤水镇
72605,赤水镇
15238,池尾镇
1038,池州
87855,冲花村
8347,冲蒌镇
3165,崇仁县
67366,崇仁镇
2795,崇阳县
3178,崇义县
4008,崇州
9156,船步镇
9162,船塘镇
4514,淳安县
97498,楚雄
1374,楚雄州
1039,滁州
79294,慈化村
87578,慈化镇
2956,慈利县
4564,慈溪
1823,从化区
113528,从化庄村
2138,从江县
98351,翠亨村
2972,大安市
6597,大安镇
151979,大坳村
16110,大坳村
16118,大坝镇
5328,达埔镇
64244,达川区
89331,大垌镇
2114,大方县
16437,大付
115554,大付村
74283,大福镇
16050,达濠
2037,大化县
71173,大湖镇
9736,待补镇
89665,大井镇
88151,大岚村
1781,大朗镇
35101,大理
1251,大连
128076,大良口村
44573,大良镇
1375,大理州
98317,大沥村
1779,大岭山镇
3903,大荔县
70660,大龙村
91669,大路村
68800,大伦镇
33621,大庙村
99058,大庙镇
10362,旦场镇
3887,丹凤县
95355,丹凤镇
1525,砀山县
2820,当阳
58664,大宁
2766,丹江口
4104,丹棱县
39858,淡水
4721,淡水区
3157,丹阳
5246,丹灶镇
1137,儋州
5477,道滘镇
81736,道口镇
2190,道真县
70592,大坪
101229,大坪乡
80864,大坪乡
91666,大坪镇
64055,大坡外镇
16550,大坡镇
112419,大桥村
75577,大桥村
88613,大桥镇
11327,大桥镇
88577,大桥镇
55386,大桥镇
56959,大仁庙村
86869,大沙镇
88614,大沙镇
5323,大沙镇
46940,大盛镇
3384,大石桥
32873,大石镇
16399,大寺镇
60576,大塘村
86418,大塘镇
1638,大田县
1305,大同
35128,大通湖区
82909,大旺镇
153072,大旺镇
95027,大湾镇
98594,大围
2812,大悟县
2000,大新县
57398,大新镇
5187,大溪镇
9672,大瑶镇
164610,大亚湾村
2745,大冶
4140,大英县
112888,大涌村
5234,大涌镇
3179,大余县
46769,大镇
73122,大镇镇
9712,大直镇
1329,达州
154825,大竹村
89516,大竹镇
4620,大足区
3215,德安县
1982,德保县
4087,德昌县
114691,德城
1626,德化县
2177,德江县
2534,登封
10550,邓家铺镇
3350,灯塔
94541,灯塔村
87239,灯塔镇
169775,登云
150557,登云镇
2460,邓州
1943,德庆县
10482,德胜镇
3247,德兴
1330,德阳
83487,电城镇
4621,垫江县
9911,底庙镇
1124,定安县
82281,丁河镇
1951,鼎湖区
3180,定南县
74988,底蓬镇
2935,东安县
56177,东陂镇
87196,东城
116819,东城
4437,东川区
1125,东方
95933,东方
1971,东凤镇
3312,东港
88184,东港镇
3057,东海县
1798,东坑镇
2900,洞口县
92456,洞口乡
2038,东兰县
69724,洞利
46822,东平村
3674,东平县
56001,东平镇
5308,东平镇
55643,东平镇
10085,东圃镇
113085,东区
1660,东山县
70132,东胜村
3433,东胜区
5478,东升镇
88105,东水镇
3139,东台
3166,东乡区
10928,东乡镇
16866,东溪村
2007,东兴
82927,东兴镇
84803,东溪镇
1289,东营
112885,东涌村
158252,东涌镇
1825,东源县
1453,东至县
9897,斗山镇
45616,都安乡
2039,都安县
3216,都昌县
48208,都川镇
5005,都斛镇
9947,对江镇
9877,都结乡
162994,渡口村
60838,独山镇
9974,都阳镇
2156,都匀
4076,峨眉山
1841,恩平市
2727,恩施
1183,恩施州
74529,二郎镇
88435,二塘镇
5436,二塘镇
1182,鄂州
10119,发轮镇
158254,法那村
2011,防城区
2461,方城县
21087,芳村
1567,房山区
2767,房县
1819,番禺区
9828,飞仙镇
92211,凤村镇
4622,丰都县
2191,凤冈县
1792,凤岗镇
126736,凤岗镇
87907,凤凰
2919,凤凰县
84438,凤凰乡
4565,奉化区
4623,奉节县
1944,封开县
61058,峰口镇
4446,凤庆县
2503,封丘县
56562,凤山村
2040,凤山县
100443,凤山镇
56989,凤山镇
1865,丰顺县
5460,枫亭镇
3864,凤翔区
3265,奉新县
71201,丰阳镇
11434,丰阳镇
72931,分界镇
121658,分水坳镇
5575,汾水道
86548,分水镇
39995,分水镇
39830,分水镇
3260,分宜县
58704,佛冈村
1873,佛冈县
1609,福安
2048,富川县
9978,福德镇
1610,福鼎
45079,福鼎村
3865,扶风县
88567,佛岗村
2548,扶沟县
31471,扶合镇
46641,伏虎镇
30899,富家村
78117,富家镇
4657,涪陵区
10078,富罗镇
1469,阜南县
3140,阜宁县
4479,富宁县
3904,富平县
1576,福清
2158,福泉
84885,芙蓉镇
5197,芙蓉镇
167272,福山村
3710,福山区
170590,福山镇
11694,福山镇
1974,阜沙镇
4171,富顺县
38419,富顺镇
17282,富田镇
41501,扶新镇
1040,阜阳
5782,富驿镇
4458,富源县
1053,福州
88369,岗背镇
31096,港口村
92538,港口镇
46869,港口镇
5934,岗美镇
5874,赶水镇
3181,赣县区
3058,赣榆区
1238,赣州
3266,高安
79020,高安村
52807,高陂镇
69601,高陂镇
1788,高埗镇
23655,高峰镇
6028,高家堰镇
6057,高良镇
1809,高明区
74340,高明乡
89238,高坪
4129,高坪区
84873,高坪乡
95601,高坪镇
11779,高平镇
154180,高坪镇
89195,高坡
100109,高坡村
6083,高坡镇
35326,高埔镇
46631,高桥
102718,高桥镇
100003,高桥镇
56439,高桥镇
86519,高沙
162990,高沙村
5438,高沙镇
1761,高台县
4156,高县
1945,高要区
3150,高邮
1858,高州
4408,个旧
56256,公安村
74631,公安县
79668,公安镇
162103,蚣坝镇
2012,恭城县
5506,恭城镇
86846,公馆村
85470,公馆村
5265,公馆镇
12053,公会镇
43701,巩桥
70392,巩桥村
6253,共青城
4163,珙县
