1096,珠海
1095,中山
1824,廉江
1110,玉林
1126,海口
1078,佛山
1106,柳州
1082,江门
1928,罗定
1871,兴宁
2174,兴义
2099,北流
1859,化州
2095,岑溪
1077,东莞
1080,河源
1084,茂名
1107,南宁
1087,汕头
1092,云浮
1097,百色
1202,郴州
1099,崇左
1237,抚州
1085,梅州
4415,蒙自
1119,遵义
1113,贵阳
1103,河池
1081,惠州
1876,连州
1130,琼海
1132,三亚
1089,韶关
1101,桂林
1105,来宾
1334,乐山
1338,南充
1900,南雄
1845,台山
1192,天门
1207,湘潭
1093,湛江
1165,驻马店
1111,安顺
1150,安阳
1098,北海
4544,东阳
1100,防城港
3264,丰城
38433,拱北
1332,广安
1102,贵港
1185,黄石
1239,吉安
2922,吉首
2143,凯里
1129,陵水
2015,荔浦
1114,六盘水
1895,陆丰
1242,南昌
1156,南阳
1339,内江
1167,濮阳
1108,钦州
22290,容桂
2763,松滋
1191,随州
1196,襄阳
1861,信宜
1245,新余
1342,雅安
1922,阳春
1246,宜春
1400,重庆
1315,安康
2811,安陆
1035,安庆
1402,中国澳门
46889,柏布
88217,白庙
1120,白沙
1036,蚌埠
1316,宝鸡
1373,保山
94650,八一
97340,八一农场
1327,巴中
50984,北大
35043,北栅
1112,毕节
1051,亳州
1200,常德
2527,长葛
1575,长乐
101301,长隆
2867,常宁
89263,长庆桥
1201,长沙
3086,常熟
1304,长治
1224,常州
1037,巢湖
1076,潮州
92375,城东
1328,成都
48033,陈家
2794,赤壁
46535,赤水
2189,赤水
1038,池州
4008,崇州
97498,楚雄
1374,楚雄州
1039,滁州
4564,慈溪
2972,大安市
16437,大付
16050,达濠
35101,大理
1251,大连
1375,大理州
2820,当阳
58664,大宁
2766,丹江口
39858,淡水
3157,丹阳
1137,儋州
70592,大坪
3384,大石桥
1305,大同
98594,大围
2745,大冶
1329,达州
114691,德城
2534,登封
3350,灯塔
169775,登云
2460,邓州
3247,德兴
1330,德阳
87196,东城
116819,东城
1125,东方
95933,东方
3312,东港
69724,洞利
3139,东台
2007,东兴
1289,东营
2156,都匀
4076,峨眉山
1841,恩平市
2727,恩施
1183,恩施州
1182,鄂州
87907,凤凰
5575,汾水道
1609,福安
1610,福鼎
1576,福清
2158,福泉
1040,阜阳
1053,福州
1238,赣州
3266,高安
89238,高坪
89195,高坡
46631,高桥
86519,高沙
3150,高邮
1858,高州
4408,个旧
43701,巩桥
6253,共青城
1773,莞城
12853,广华
71131,广华岭
2776,广水
1333,广元
1079,广州
31406,桂城
2030,桂平
3275,贵溪
1274,固原
3078,海安
3079,海门
2813,汉川
1142,邯郸
1389,杭州
2792,汉口
1317,汉中
1151,鹤壁
1041,合肥
1010,河南
1203,衡阳
91610,河浦
1842,鹤山
2053,合山
56623,河西
1290,菏泽
1104,贺州
1378,红河州
1199,洪湖
2881,洪江
1225,淮安
1042,淮北
152609,怀德
1204,怀化
1043,淮南
1184,黄冈
169664,黄桥
72597,华阳
4063,华蓥
105908,胡集
3775,霍州
1390,湖州
165462,加禾
4517,建德
150783,江口
4612,江山
3116,江阴
1600,建瓯
93346,尖沙咀
32532,简阳
1153,焦作
1391,嘉兴
1471,界首
1083,揭阳
1291,济南
1306,晋城
3200,井冈山
4488,景洪
3110,靖江
1186,荆门
2754,京山市
1983,靖西
1187,荆州
1392,金华
1292,济宁
1629,晋江
93532,金沙
165284,金沙
2837,津市
1241,九江
75482,九隆
29675,九龙塘
1152,济源市
1154,开封
1844,开平
4413,开远
4626,开州
1379,昆明
3087,昆山
4127,阆中
1068,兰州
51436,老城
2803,老河口
1899,乐昌
2874,耒阳
1934,雷州
2893,冷水江
3212,乐平
4595,乐清
2894,涟源
1226,连云港
1294,聊城
2731,利川
1380,丽江
2966,醴陵
1381,临沧
1308,临汾
2484,灵宝
4583,临海
2981,临江
2947,临湘
1295,临沂
2411,林州市
1393,丽水
1045,六安
91242,流沙
2848,浏阳
3042,溧阳
46917,李寨
4131,隆昌
146450,龙港市
1662,龙海
110469,龙江
3703,龙口
80393,龙门
89567,龙南
48189,龙山
46852,龙溪
1054,龙岩
1205,娄底
1166,漯河
32770,罗家桥
1155,洛阳
1346,泸州
1046,马鞍山
165292,马场坪
2738,麻城
168717,马达
158172,马家湾
67502,马街
35741,马山
56234,马牙
1336,眉山
1337,绵阳
4416,弥勒
2952,汨罗
37202,明港
1630,南安
1774,南城
1227,南京
1055,南平
1228,南通
39982,南溪
48675,南阳油田
1394,宁波
1056,宁德
146128,排坊
1340,攀枝花
2135,盘州
98804,炮台
4012,彭州
1157,平顶山
4538,平湖
1071,平凉
125633,平南
2004,凭祥
1384,普洱
1854,普宁
146039,埔前
105674,蒲圻
1057,莆田
1115,黔东南州
1188,潜江
1116,黔南州
1117,黔西南州
3081,启东
1296,青岛
46886,清华园
57029,青塘
70656,青塘
1072,庆阳
1086,清远
3691,青州
2426,沁阳
4016,邛崃
1058,泉州
3624,曲阜
1383,曲靖
1399,衢州
39943,仁和
2192,仁怀
1297,日照
3083,如皋
4597,瑞安
3188,瑞金
4400,瑞丽
2477,汝州
153058,三角
1158,三门峡
1059,三明
5462,沙井
1325,上海
1318,商洛
88284,上坪
1159,商丘
1244,上饶
98525,上水
1088,汕尾
2912,韶山
1603,邵武
1395,绍兴
1206,邵阳
45637,沙市
89209,沙子坪
87990,沙子坪
4142,射洪
4581,嵊州
1090,深圳
1146,石家庄
105651,市桥
1632,石狮
2762,石首
91667,石窝
1190,十堰
31648,狮子林
154824,石子岭
44726,寿宁南阳
89050,水头
152613,树田
1948,四会
168073,思州
1341,遂宁
87954,素龙
1230,宿迁
1229,苏州
1047,宿州
1298,泰安
3089,太仓
45949,太平
3679,泰山
3111,泰兴
1311,太原
1231,泰州
1396,台州
57394,太子
98911,唐家
98965,塘田
165293,塘湾
100219,桃源
3713,滕州
1465,天长
48577,天河
1347,天津
1073,天水
1429,桐城
1319,铜川
1048,铜陵
1118,铜仁
31581,外海
64256,外沙
46794,旺角
1775,万江
1134,万宁
4033,万源
1300,潍坊
1299,威海
2506,卫辉
1320,渭南
1135,文昌
4587,温岭
36178,文渠
1385,文山
4484,文山市
1397,温州
1936,吴川
2906,武冈
2478,舞钢
1972,五桂山
1270,乌海
1193,武汉
1049,芜湖
112884,五块石
84430,五里牌
23104,五桥
11313,五山
1232,无锡
2740,武穴
1276,吴忠
1109,梧州
23548,夏涝池
1060,厦门
1321,西安
2555,项城
46317,响水
1208,湘西
1195,咸宁
1194,仙桃
1322,咸阳
1197,孝感
165574,小鸡街
4098,西昌
46875,西冲
154418,新渡口
52172,新风
1273,兴安盟
3113,兴化
3934,兴平
2173,兴仁市
2342,新乐
2536,新密
61882,新天寨
1161,信阳
3129,新沂
2537,新郑
106380,秀山
1050,宣城
1162,许昌
1233,徐州
46892,雅居乐
1323,延安
1234,盐城
1091,阳江
97479,杨林
4830,杨梅
1313,阳泉
87148,杨市
60057,杨田
3159,扬中
1235,扬州
1301,烟台
1343,宜宾
1198,宜昌
2806,宜城
1180,伊春
2824,宜都
2488,义马
2816,应城
1880,英德
61157,应山
1247,鹰潭
4550,义乌
3118,宜兴
1209,益阳
3153,仪征
1647,永安
46845,永安街道
2496,永城
3206,永丰
4551,永康
1210,永州
2930,沅江
1211,岳阳
4589,玉环
1324,榆林
1314,运城
169843,鱼窝头
1387,玉溪
4569,余姚
2531,禹州
2807,枣阳
1302,枣庄
3091,张家港
1212,张家界
3273,樟树
1061,漳州
1094,肇庆
1388,昭通
91326,郑店
1163,郑州
2826,枝江
1401,中国香港
2756,钟祥
1164,周口
4580,诸暨
33477,竹园坝
1213,株洲
1303,淄博
1345,自贡
2864,资兴
1344,资阳
